Country Name,Country Code,Series Name,Series Code,2022 [YR2022],2021 [YR2021],2020 [YR2020],2019 [YR2019],2018 [YR2018],2017 [YR2017],2016 [YR2016],2015 [YR2015],2014 [YR2014],2013 [YR2013],2012 [YR2012],2011 [YR2011],2010 [YR2010],2009 [YR2009],2008 [YR2008],2007 [YR2007],2006 [YR2006],2005 [YR2005],2004 [YR2004],2003 [YR2003],2002 [YR2002],2001 [YR2001],2000 [YR2000],1999 [YR1999],1998 [YR1998],1997 [YR1997],1996 [YR1996],1995 [YR1995],1994 [YR1994],1993 [YR1993],1992 [YR1992],1991 [YR1991],1990 [YR1990],1989 [YR1989],1988 [YR1988],1987 [YR1987],1986 [YR1986],1985 [YR1985],1984 [YR1984],1983 [YR1983],1982 [YR1982],1981 [YR1981],1980 [YR1980],1979 [YR1979],1978 [YR1978],1977 [YR1977],1976 [YR1976],1975 [YR1975],1974 [YR1974],1973 [YR1973],1972 [YR1972],1971 [YR1971],1970 [YR1970],1969 [YR1969],1968 [YR1968],1967 [YR1967],1966 [YR1966],1965 [YR1965],1964 [YR1964],1963 [YR1963],1962 [YR1962],1961 [YR1961],1960 [YR1960]
Afghanistan,AFG,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,54.4750267397973,54.1713988581692,53.7751348360726,53.290894238376,52.8844624265785,52.4815668980114,52.0800436941602,51.8020783563802,51.3593001756622,50.729094606505,50.1755248805667,49.3617576739049,48.6775706365083,48.3451993372724,47.7919226324364,47.9988968973278,48.4669443127336,48.0851067054677,47.7813164516322,47.7446563565764,47.7675451249846,47.8492043568795,47.9969344494884,48.1991642201393,48.4451497993958,48.7118959386792,48.985053747252,49.2541771342705,49.5078193409366,49.7334037429947,49.9245652038871,50.1109894336682,50.2789300515877,50.4132114095266,50.5264791565855,50.6349804964913,50.7414622553995,50.8505457195703,50.9568991593017,51.0646640504312,51.1852084721804,51.3369869374762,51.5025969974368,51.6775551349265,51.8606291704545,52.0508163221312,52.2475914502444,52.4502471172668,52.6614615305456,52.8797665754711,53.1029186650456,53.3352829471189,53.5777064042251,53.8326614172133,54.0996271436168,54.3749968781312,54.6583323341661,54.9466202662646,55.181682160916,55.3356554098572,55.4317786177159,55.4870229598163,55.5397840942487
Afghanistan,AFG,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,43.1306335411773,43.424542703341,43.8079121491391,44.2913519225043,44.7084445995593,45.1186155199624,45.5209667513396,45.7921058791564,46.2315378217709,46.867620814212,47.4324904337073,48.2643602343821,48.9689982912891,49.3195082801243,49.8904632307041,49.6953911336511,49.2306747206613,49.6154806542516,49.9220361703005,49.9614310008377,49.9436209267254,49.8659492984086,49.7182582034242,49.5154857037621,49.2689718539834,49.0016341163514,48.7306518705022,48.466018942059,48.2181114886561,48.001529589196,47.8215139159388,47.6428472447194,47.474496007217,47.3372457297943,47.2213523826043,47.0996849872873,46.970919060034,46.8224818131924,46.6609847929259,46.507146848665,46.3499581717949,46.1650423860811,45.9728550490178,45.7722670594067,45.5686425294341,45.3646939816162,45.1597601419849,44.9499012369929,44.7285117535112,44.4977192608626,44.2605080602237,44.0151410825322,43.7592715650739,43.4894284281289,43.2083750435887,42.9187974461615,42.6201405335114,42.3141327571861,42.0593887198501,41.8853766782279,41.7691668785528,41.6953029189524,41.6271864684651
Afghanistan,AFG,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,2.3943397190254,2.40405843848977,2.41695301478831,2.41775383911968,2.4070929738622,2.39981758202619,2.39898955450016,2.40581576446341,2.40916200256692,2.403284579283,2.39198468572599,2.37388209171293,2.35343107220261,2.33529238260334,2.31761413685953,2.30571196902109,2.30238096660512,2.29941264028069,2.29664737806727,2.29391264258585,2.28883394829011,2.28484634471185,2.28480734708738,2.28535007609856,2.28587834662079,2.28646994496937,2.28429438224573,2.27980392367046,2.27406917040731,2.26506666780922,2.25392088017408,2.24616332161241,2.24657394119533,2.24954286067909,2.2521684608102,2.26533451622134,2.2876186845665,2.3269724672373,2.38211604777245,2.4281891009038,2.46483335602466,2.49797067644268,2.52454795354536,2.55017780566685,2.57072830011139,2.58448969625259,2.5926484077707,2.59985164574029,2.61002671594322,2.62251416366628,2.63657327473071,2.64957597034893,2.663022030701,2.67791015465783,2.69199781279447,2.70620567570727,2.72152713232255,2.73924697654934,2.75892911923386,2.77896791191492,2.79905450373125,2.81767412123129,2.83302943728627
Afghanistan,AFG,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,..,..,41.58,47.487,47.394,47.31,47.24,47.17,47.1,47.03,46.96,46.908,46.874,46.9,46.929,46.963,47.006,47.057,46.979,46.908,46.844,46.791,46.758,46.75,46.749,46.767,46.806,46.864,46.915,46.967,47.007,47.026,47.031,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,Wanted fertility rate (births per woman),SP.DYN.WFRT,..,..,..,..,..,..,..,4.4,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,GDP per capita (current US$),NY.GDP.PCAP.CD,..,363.674087113049,516.866797351726,500.52298078433,502.057099211089,530.14986261654,520.251954939821,592.476164793256,628.146803888496,651.987861948108,663.141052810937,621.912413814308,554.59473461788,443.845150536332,387.849288097831,375.07826147255,274.000655690946,255.055107095483,221.65766209292,200.462375926026,183.532775237202,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,311.853617000053,291.649791044155,284.755531712597,255.045622164367,232.778698777445,205.674096714917,194.66903621844,181.59877600924,149.74406846683,141.36532229912,166.224831269243,162.642175409527,134.250359614672,134.012768293881,167.165674606148,143.103233209791,105.243195716467,85.5110734102311,82.0217375781519,60.9503638210144,62.4437034626929,62.3693745050559
Afghanistan,AFG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,-20.6999999939715,-2.35110067344623,3.911603419423,1.18922812838034,2.64700320195786,2.26031420130452,1.45131466009755,2.72454336394854,5.60074465808154,12.7522870887171,0.426354784529209,14.3624414692681,21.3905283931066,3.92498382161573,13.8263195479763,5.35740325126351,11.2297148236429,1.41411798058979,8.83227781263571,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,GDP (current US$),NY.GDP.MKTP.CD,..,14583135236.5744,20143451705.7548,18904502222.2108,18418860354.4238,18896353155.8839,18019554403.4503,19998143635.873,20550582746.8448,20564485419.1684,20203572959.5023,18190413831.9037,15633843661.8051,12154835707.8987,10249770318.5697,9715765105.48016,6971383338.70803,6226198934.83329,5220825048.64637,4539496562.95373,3854235264.37171,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3478787909.09091,3641723321.99546,3697940409.61098,3300000108.88889,2953333417.77778,2555555566.66667,2366666615.55556,2155555497.77778,1733333264.44444,1595555475.55556,1831108971.11111,1748886595.55556,1408888922.22222,1373333366.66667,1673333417.77778,1399999966.66667,1006666637.77778,800000044.444444,751111191.111111,546666677.777778,548888895.555556,537777811.111111
Afghanistan,AFG,Gini index,SI.POV.GINI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,Population growth (annual %),SP.POP.GROW,2.53449831666733,2.85135765449931,3.13474690779163,2.90852909268743,2.88520797304849,2.86649214750073,2.58154939895659,3.12134122890873,3.65757606530364,3.46678830410982,4.07762772858795,3.68950830230738,2.89490410370988,3.56128837446668,2.00233326232255,1.79319572747206,4.13967803534352,3.57650800354462,3.93317768847308,7.54101896480183,6.44932147797304,0.742516834396313,1.4438030241194,4.07787948472197,3.88293060489748,3.9106052193522,4.1030220499493,6.04653555233991,9.86426206628341,14.9644548746872,11.5225244151801,0.469880406765633,0.202433955671883,2.75187729340688,0.586318311683292,-1.21019039755447,-0.608560872677256,2.58769693348811,2.89433470700097,-1.36570774423119,-10.0530062531184,-11.2753243281662,-3.92417169353628,0.366492805213276,1.96337688969092,2.08695112645253,2.17951743613923,2.39328715201941,2.51300652866696,2.52442123659969,2.42939569274321,2.41536917407618,2.43318262480668,2.37891654743303,2.34735064349307,2.29263788976095,2.25352401228011,2.21600692082533,2.13965084372647,2.07899662655224,2.01487886339461,1.92595161110872,..
Afghanistan,AFG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..,61.982,62.575,63.565,63.081,63.016,63.136,62.659,62.545,62.417,61.923,61.419,60.851,60.364,59.852,59.111,58.684,58.361,57.944,57.344,56.454,55.798,55.298,54.846,52.943,53.634,53.243,52.544,51.495,51.466,47.596,46.663,45.967,45.158,43.958,39.844,39.396,33.55,33.329,38.187,37.766,40.164,39.618,39.086,40.271,41.228,40.645,40.1,39.55,39.003,38.444,37.923,37.418,36.91,36.418,35.924,35.453,34.953,34.494,34.016,33.547,33.068,32.535
Afghanistan,AFG,"Population, total",SP.POP.TOTL,41128771,40099462,38972230,37769499,36686784,35643418,34636207,33753499,32716210,31541209,30466479,29249157,28189672,27385307,26427199,25903301,25442944,24411191,23553551,22645130,21000256,19688632,19542982,19262847,18493132,17788819,17106595,16418912,15455555,14003760,12057433,10745167,10694796,10673168,10383460,10322758,10448442,10512221,10243686,9951449,10088289,11155195,12486631,12986369,12938862,12687301,12425267,12157386,11869879,11575305,11286753,11015857,10752971,10494489,10247780,10010030,9783147,9565147,9355514,9157465,8969047,8790140,8622466
Afghanistan,AFG,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,..,..,54.5,..,..,..,..,38.3,..,..,..,33.7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,Refugee population by country or territory of asylum,SM.POP.REFG,52159,66949,72278,72227,72228,75927,59770,257553,300421,16861,16184,3011,6434,36,37,43,34,31,31,24,..,10,..,..,..,5,18779,19605,19134,32131,60025,38,50,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,Net migration,SM.POP.NETM,..,-183672,166821,-8082,-47205,-47090,-90238,-281739,255611,48076,105905,418796,-141355,-58881,221000,-942887,62684,252185,-248616,388632,1327074,-192286,-1007135,85758,35740,6129,27194,71824,665410,1171818,1834556,39926,-666001,2683,-89837,-402606,-427073,-210572,322022,-192869,-586943,-2127145,-1205401,-481199,-117186,-83115,-85430,-44418,-20009,-3030,-4050,-12801,4458,2029,3333,6824,3563,10695,7079,6681,7016,6109,2606
